Survey Year	CPH	Country	County ID	County Name	Easting	Northing	CattlePopulation
2020	0	NA	0	NA	46478	444	269
2020	0	NA	0	NA	60890	716756	210
2020	0	NA	0	NA	132012	678865	347
2020	0	NA	0	NA	176793	466943	56
2020	0	NA	0	NA	233195	636640	152
2020	0	NA	0	NA	76719	377093	40
2020	0	NA	0	NA	49799	307301	78
2020	0	NA	0	NA	230222	48387	26
2020	0	NA	0	NA	156900	487287	5
2020	0	NA	0	NA	135886	542302	40
2020	0	NA	0	NA	12956	387919	80
2020	0	NA	0	NA	221395	328200	52
2020	0	NA	0	NA	202610	328677	5
2020	0	NA	0	NA	144277	526619	157
2020	0	NA	0	NA	61559	625338	1
2020	0	NA	0	NA	194029	389731	163
2020	0	NA	0	NA	111348	145422	4
2020	0	NA	0	NA	34473	959808	1
2020	0	NA	0	NA	242052	291643	362
2020	0	NA	0	NA	175752	171213	52
2020	0	NA	0	NA	197037	891141	120
2020	0	NA	0	NA	198732	408516	112
2020	0	NA	0	NA	49202	385571	17
2020	0	NA	0	NA	202716	189174	1078
2020	0	NA	0	NA	199748	428460	201
2020	0	NA	0	NA	172697	268847	2
2020	0	NA	0	NA	86948	862799	71
2020	0	NA	0	NA	200387	924553	3
2020	0	NA	0	NA	41832	763847	1
2020	0	NA	0	NA	248752	623997	613
2020	0	NA	0	NA	23904	592115	66
2020	0	NA	0	NA	249900	823360	4
2020	0	NA	0	NA	248459	891222	232
2020	0	NA	0	NA	85634	700283	27
2020	0	NA	0	NA	176558	990365	27
2020	0	NA	0	NA	189862	691802	197
2020	0	NA	0	NA	216366	274413	10
2020	0	NA	0	NA	31895	448717	597
2020	0	NA	0	NA	247723	832546	204
2020	0	NA	0	NA	113403	533363	395
2020	0	NA	0	NA	230726	710246	2
2020	0	NA	0	NA	140158	435235	174
2020	0	NA	0	NA	32112	540336	105
2020	0	NA	0	NA	134236	111326	23
2020	0	NA	0	NA	126587	939895	126
2020	0	NA	0	NA	104482	912955	63
2020	0	NA	0	NA	192012	942539	48
2020	0	NA	0	NA	144439	893758	312
2020	0	NA	0	NA	122453	353380	22
2020	0	NA	0	NA	45127	707469	43
2020	0	NA	0	NA	19306	345581	6
2020	0	NA	0	NA	67105	666883	23
2020	0	NA	0	NA	10851	37126	21
2020	0	NA	0	NA	68261	124990	381
2020	0	NA	0	NA	7633	920949	3
2020	0	NA	0	NA	62664	816178	377
2020	0	NA	0	NA	165625	654777	21
2020	0	NA	0	NA	87129	560525	21
2020	0	NA	0	NA	168468	921422	85
2020	0	NA	0	NA	240341	908121	7
2020	0	NA	0	NA	139463	392761	117
2020	0	NA	0	NA	218035	456733	1
2020	0	NA	0	NA	165420	962644	508
2020	0	NA	0	NA	160843	276712	26
2020	0	NA	0	NA	131800	808718	18
2020	0	NA	0	NA	139845	484983	451
2020	0	NA	0	NA	120171	424260	45
2020	0	NA	0	NA	22888	348227	11
2020	0	NA	0	NA	101415	703330	51
2020	0	NA	0	NA	70643	67690	41
2020	0	NA	0	NA	30620	915303	217
2020	0	NA	0	NA	33137	853006	371
2020	0	NA	0	NA	97156	411467	54
2020	0	NA	0	NA	51497	379243	7
2020	0	NA	0	NA	84582	424802	276
2020	0	NA	0	NA	223738	217295	30
2020	0	NA	0	NA	55542	876345	214
2020	0	NA	0	NA	173899	210156	295
2020	0	NA	0	NA	115359	336056	95
2020	0	NA	0	NA	66513	89052	245
2020	0	NA	0	NA	214183	994421	10
2020	0	NA	0	NA	49654	516931	74
2020	0	NA	0	NA	168205	202136	101
2020	0	NA	0	NA	210224	478354	13
2020	0	NA	0	NA	179248	272575	457
2020	0	NA	0	NA	159166	756086	1
2020	0	NA	0	NA	192249	653555	33
2020	0	NA	0	NA	165377	271787	1
2020	0	NA	0	NA	116744	679651	7
2020	0	NA	0	NA	231823	150573	324
2020	0	NA	0	NA	233123	288801	68
2020	0	NA	0	NA	13155	292812	6
2020	0	NA	0	NA	164255	61121	82
2020	0	NA	0	NA	241301	638286	8
2020	0	NA	0	NA	11000	342724	53
2020	0	NA	0	NA	46329	976888	12
2020	0	NA	0	NA	204327	891074	71
2020	0	NA	0	NA	13443	104149	101
2020	0	NA	0	NA	249011	922558	173
2020	0	NA	0	NA	46478	674063	32
2020	0	NA	0	NA	206044	346392	168
2020	0	NA	0	NA	96311	307889	77
2020	0	NA	0	NA	232199	40022	40
2020	0	NA	0	NA	1793	716866	1
2020	0	NA	0	NA	231548	161755	362
2020	0	NA	0	NA	193220	680290	1
2020	0	NA	0	NA	227772	134330	83
2020	0	NA	0	NA	48160	658105	130
2020	0	NA	0	NA	205922	599898	4
2020	0	NA	0	NA	3277	99149	79
2020	0	NA	0	NA	38047	498609	634
2020	0	NA	0	NA	88840	88190	308
2020	0	NA	0	NA	4371	666251	635
2020	0	NA	0	NA	221103	422749	65
2020	0	NA	0	NA	70843	169218	2
2020	0	NA	0	NA	198571	10880	149
2020	0	NA	0	NA	147563	63290	56
2020	0	NA	0	NA	168880	495077	15
2020	0	NA	0	NA	16363	58396	37
2020	0	NA	0	NA	217477	613669	93
2020	0	NA	0	NA	202468	138527	67
2020	0	NA	0	NA	78332	499562	70
2020	0	NA	0	NA	35560	156518	117
2020	0	NA	0	NA	8808	169068	47
2020	0	NA	0	NA	94443	810172	37
2020	0	NA	0	NA	215046	875225	6
2020	0	NA	0	NA	44807	218656	113
2020	0	NA	0	NA	142229	204304	110
2020	0	NA	0	NA	225682	196623	11
2020	0	NA	0	NA	237182	182695	11
2020	0	NA	0	NA	75409	251880	42
2020	0	NA	0	NA	28903	897813	258
2020	0	NA	0	NA	155993	503385	113
2020	0	NA	0	NA	207713	470495	122
2020	0	NA	0	NA	182249	28361	39
2020	0	NA	0	NA	159457	765560	65
2020	0	NA	0	NA	207539	104930	173
2020	0	NA	0	NA	209362	258585	125
2020	0	NA	0	NA	114131	288067	7
2020	0	NA	0	NA	60752	556880	27
2020	0	NA	0	NA	195783	452790	558
2020	0	NA	0	NA	239611	698777	16
2020	0	NA	0	NA	205830	587573	151
2020	0	NA	0	NA	8376	93227	5
2020	0	NA	0	NA	28224	732554	61
2020	0	NA	0	NA	196502	58162	8
2020	0	NA	0	NA	175972	807481	5
2020	0	NA	0	NA	75141	599858	29
2020	0	NA	0	NA	220858	150773	361
2020	0	NA	0	NA	103983	640052	106
2020	0	NA	0	NA	166632	627129	175
2020	0	NA	0	NA	108216	739885	458
2020	0	NA	0	NA	221011	599186	278
2020	0	NA	0	NA	174668	472958	102
2020	0	NA	0	NA	150050	755747	4
2020	0	NA	0	NA	66294	41906	258
2020	0	NA	0	NA	126904	915808	156
2020	0	NA	0	NA	214235	137179	62
2020	0	NA	0	NA	130024	5379	7
2020	0	NA	0	NA	81842	122093	12
2020	0	NA	0	NA	106541	385241	102
2020	0	NA	0	NA	189422	550863	5
2020	0	NA	0	NA	50283	172614	1
2020	0	NA	0	NA	32069	512843	87
2020	0	NA	0	NA	200832	111580	541
2020	0	NA	0	NA	158639	261294	301
2020	0	NA	0	NA	233070	703294	226
2020	0	NA	0	NA	198844	419586	33
2020	0	NA	0	NA	22751	417406	128
2020	0	NA	0	NA	237426	176581	30
2020	0	NA	0	NA	200807	943429	1
2020	0	NA	0	NA	101038	103973	7
2020	0	NA	0	NA	205300	269047	810
2020	0	NA	0	NA	248115	242198	13
2020	0	NA	0	NA	213608	359589	227
2020	0	NA	0	NA	183778	103922	167
2020	0	NA	0	NA	163376	859549	25
2020	0	NA	0	NA	232286	871760	1129
2020	0	NA	0	NA	113846	385536	14
2020	0	NA	0	NA	18485	554699	57
2020	0	NA	0	NA	34968	455476	37
2020	0	NA	0	NA	13167	432877	14
2020	0	NA	0	NA	131563	656895	248
2020	0	NA	0	NA	61141	372446	2
2020	0	NA	0	NA	144823	621772	46
2020	0	NA	0	NA	144075	477035	126
2020	0	NA	0	NA	183530	132833	536
2020	0	NA	0	NA	48232	716453	37
2020	0	NA	0	NA	171283	697679	89
2020	0	NA	0	NA	249961	786880	107
2020	0	NA	0	NA	132767	427864	24
2020	0	NA	0	NA	4377	679552	25
2020	0	NA	0	NA	16869	353364	61
2020	0	NA	0	NA	139961	1795	519
2020	0	NA	0	NA	211823	57065	26
2020	0	NA	0	NA	203221	527069	74
2020	0	NA	0	NA	77793	999139	56
2020	0	NA	0	NA	156252	514370	10
2020	0	NA	0	NA	124885	10494	6
2020	0	NA	0	NA	213839	394249	576
2020	0	NA	0	NA	104523	347691	37
2020	0	NA	0	NA	182619	65742	31
2020	0	NA	0	NA	224952	47496	19
2020	0	NA	0	NA	211226	737142	111
2020	0	NA	0	NA	36076	464964	374
2020	0	NA	0	NA	172011	882580	456
2020	0	NA	0	NA	13051	28481	59
2020	0	NA	0	NA	63072	19903	440
2020	0	NA	0	NA	63649	204326	149
2020	0	NA	0	NA	119078	580711	145
2020	0	NA	0	NA	127032	126954	50
2020	0	NA	0	NA	41618	118451	11
2020	0	NA	0	NA	235287	73716	432
2020	0	NA	0	NA	240382	848007	6
2020	0	NA	0	NA	105641	212871	12
2020	0	NA	0	NA	107668	440472	125
2020	0	NA	0	NA	100549	846573	304
2020	0	NA	0	NA	196305	318504	1
2020	0	NA	0	NA	84793	59221	1
2020	0	NA	0	NA	218076	691376	83
2020	0	NA	0	NA	34570	908058	53
2020	0	NA	0	NA	80707	557368	294
2020	0	NA	0	NA	131610	668113	12
2020	0	NA	0	NA	110272	405895	21
2020	0	NA	0	NA	19806	858553	17
2020	0	NA	0	NA	206867	734003	35
2020	0	NA	0	NA	59358	964991	25
2020	0	NA	0	NA	178401	818665	1
2020	0	NA	0	NA	79316	134663	202
2020	0	NA	0	NA	60514	168315	105
2020	0	NA	0	NA	177711	15119	221
2020	0	NA	0	NA	107581	239355	39
2020	0	NA	0	NA	138024	987043	63
2020	0	NA	0	NA	76562	681735	175
2020	0	NA	0	NA	125354	305219	1
2020	0	NA	0	NA	197487	976521	117
2020	0	NA	0	NA	194807	613371	246
2020	0	NA	0	NA	109337	135559	126
2020	0	NA	0	NA	94122	224459	6
2020	0	NA	0	NA	24152	445823	100
2020	0	NA	0	NA	54495	761617	65
2020	0	NA	0	NA	119408	192834	3
2020	0	NA	0	NA	16452	419828	4
2020	0	NA	0	NA	25761	638345	3
2020	0	NA	0	NA	5772	51979	4
2020	0	NA	0	NA	80212	131068	357
2020	0	NA	0	NA	52949	642628	41
2020	0	NA	0	NA	211681	650491	2
2020	0	NA	0	NA	151006	529290	338
2020	0	NA	0	NA	37575	602540	152
2020	0	NA	0	NA	92513	888368	462
2020	0	NA	0	NA	72193	596654	239
2020	0	NA	0	NA	97010	707481	16
2020	0	NA	0	NA	87161	915528	275
2020	0	NA	0	NA	109518	7656	209
2020	0	NA	0	NA	179880	6648	135
2020	0	NA	0	NA	7334	64251	30
2020	0	NA	0	NA	175367	218845	200
2020	0	NA	0	NA	132230	73323	198
2020	0	NA	0	NA	147828	970915	357
2020	0	NA	0	NA	7882	562406	78
2020	0	NA	0	NA	179702	74971	167
2020	0	NA	0	NA	18085	879957	1
2020	0	NA	0	NA	119119	374256	3
2020	0	NA	0	NA	220770	828119	7
2020	0	NA	0	NA	51509	387426	507
2020	0	NA	0	NA	148590	867792	20
2020	0	NA	0	NA	168840	534312	34
2020	0	NA	0	NA	113117	451333	164
2020	0	NA	0	NA	217592	840842	281
2020	0	NA	0	NA	152937	392887	76
2020	0	NA	0	NA	61417	720565	33
2020	0	NA	0	NA	2169	66889	40
2020	0	NA	0	NA	195305	480440	183
2020	0	NA	0	NA	132281	747426	10
2020	0	NA	0	NA	198	833340	8
2020	0	NA	0	NA	192425	108550	128
2020	0	NA	0	NA	78657	670327	2
2020	0	NA	0	NA	167058	37614	253
2020	0	NA	0	NA	172053	14175	183
2020	0	NA	0	NA	62120	562512	6
2020	0	NA	0	NA	187204	35916	1
2020	0	NA	0	NA	36098	942231	425
2020	0	NA	0	NA	37735	127138	82
2020	0	NA	0	NA	32011	105179	35
2020	0	NA	0	NA	224874	136175	37
2020	0	NA	0	NA	218028	583352	10
2020	0	NA	0	NA	137100	124635	431
2020	0	NA	0	NA	44925	776721	109
2020	0	NA	0	NA	24432	406027	430
2020	0	NA	0	NA	57758	345158	46
2020	0	NA	0	NA	87232	180510	248
2020	0	NA	0	NA	173876	130486	16
2020	0	NA	0	NA	246881	729068	91
2020	0	NA	0	NA	212433	170590	161
2020	0	NA	0	NA	203238	640460	144
2020	0	NA	0	NA	230934	208059	40
2020	0	NA	0	NA	146800	945063	1
2020	0	NA	0	NA	105057	725752	86
2020	0	NA	0	NA	34879	657871	65
2020	0	NA	0	NA	148935	959489	61
2020	0	NA	0	NA	66086	803532	200
2020	0	NA	0	NA	229711	794501	16
2020	0	NA	0	NA	103123	162229	15
2020	0	NA	0	NA	226756	926034	302
2020	0	NA	0	NA	210536	164129	50
2020	0	NA	0	NA	210732	690295	36
2020	0	NA	0	NA	56236	186830	236
2020	0	NA	0	NA	115179	874336	1
2020	0	NA	0	NA	187626	898710	73
2020	0	NA	0	NA	132222	171389	147
2020	0	NA	0	NA	119365	699976	20
2020	0	NA	0	NA	176721	667838	196
2020	0	NA	0	NA	15277	785329	14
2020	0	NA	0	NA	141792	159043	191
2020	0	NA	0	NA	74525	638916	112
2020	0	NA	0	NA	105067	319948	15
2020	0	NA	0	NA	170911	650321	139
2020	0	NA	0	NA	71791	232984	94
2020	0	NA	0	NA	145941	604962	433
2020	0	NA	0	NA	249782	304885	160
2020	0	NA	0	NA	82148	658568	8
2020	0	NA	0	NA	140227	106106	1
2020	0	NA	0	NA	231255	503405	84
2020	0	NA	0	NA	120025	863793	91
2020	0	NA	0	NA	154321	602289	12
2020	0	NA	0	NA	133024	56613	68
2020	0	NA	0	NA	204249	723828	223
2020	0	NA	0	NA	40840	710679	435
2020	0	NA	0	NA	59585	711367	119
2020	0	NA	0	NA	16224	268141	6
2020	0	NA	0	NA	226403	101191	18
2020	0	NA	0	NA	162321	939844	2
2020	0	NA	0	NA	2136	540922	96
2020	0	NA	0	NA	175915	225556	93
2020	0	NA	0	NA	61956	475603	36
2020	0	NA	0	NA	228178	439364	1
2020	0	NA	0	NA	140321	908869	57
2020	0	NA	0	NA	18239	727145	1
2020	0	NA	0	NA	205610	727490	7
2020	0	NA	0	NA	148634	107093	91
2020	0	NA	0	NA	120337	1956	60
2020	0	NA	0	NA	139846	525716	140
2020	0	NA	0	NA	123279	741074	2
2020	0	NA	0	NA	161055	515704	204
2020	0	NA	0	NA	121068	662569	808
2020	0	NA	0	NA	106900	695314	300
2020	0	NA	0	NA	210439	44056	3
2020	0	NA	0	NA	131019	663258	1
2020	0	NA	0	NA	18687	838421	1
2020	0	NA	0	NA	51872	40638	10
2020	0	NA	0	NA	50609	603144	5
2020	0	NA	0	NA	38370	26617	42
2020	0	NA	0	NA	110708	68434	69
2020	0	NA	0	NA	62617	557659	481
2020	0	NA	0	NA	128460	720351	69
2020	0	NA	0	NA	78843	605977	150
2020	0	NA	0	NA	77836	804180	155
2020	0	NA	0	NA	135884	376323	51
2020	0	NA	0	NA	147340	291404	2
2020	0	NA	0	NA	217962	719747	33
2020	0	NA	0	NA	6209	942988	309
2020	0	NA	0	NA	21314	798561	28
2020	0	NA	0	NA	111107	707767	17
2020	0	NA	0	NA	7785	867236	12
2020	0	NA	0	NA	15975	242380	1
2020	0	NA	0	NA	162754	153436	294
2020	0	NA	0	NA	51732	170212	105
2020	0	NA	0	NA	189136	388914	339
2020	0	NA	0	NA	179654	788639	15
2020	0	NA	0	NA	65603	552012	107
2020	0	NA	0	NA	211958	932915	18
2020	0	NA	0	NA	145124	492999	1
2020	0	NA	0	NA	154214	806059	203
2020	0	NA	0	NA	210126	499895	336
2020	0	NA	0	NA	84239	913287	39
2020	0	NA	0	NA	49816	394589	481
2020	0	NA	0	NA	57823	629834	419
2020	0	NA	0	NA	126333	481456	31
2020	0	NA	0	NA	207062	225800	1
2020	0	NA	0	NA	142399	905209	80
2020	0	NA	0	NA	54472	131908	275
2020	0	NA	0	NA	149315	661434	183
2020	0	NA	0	NA	112594	144556	212
2020	0	NA	0	NA	68800	734528	256
2020	0	NA	0	NA	27997	945258	7
2020	0	NA	0	NA	170679	954533	99
2020	0	NA	0	NA	159462	940506	58
2020	0	NA	0	NA	65450	794805	133
2020	0	NA	0	NA	110258	922672	2
2020	0	NA	0	NA	165807	861334	79
2020	0	NA	0	NA	107083	70959	202
2020	0	NA	0	NA	200077	470426	125
2020	0	NA	0	NA	123974	967965	12
2020	0	NA	0	NA	47330	781952	114
2020	0	NA	0	NA	229011	775984	2
2020	0	NA	0	NA	87638	648437	51
2020	0	NA	0	NA	143448	748786	1
2020	0	NA	0	NA	85029	774561	3
2020	0	NA	0	NA	131670	223409	224
2020	0	NA	0	NA	86560	509085	16
2020	0	NA	0	NA	155653	28383	179
2020	0	NA	0	NA	98459	466348	128
2020	0	NA	0	NA	19228	374862	277
2020	0	NA	0	NA	167786	851165	91
2020	0	NA	0	NA	57588	616964	91
2020	0	NA	0	NA	144914	182329	21
2020	0	NA	0	NA	16048	852740	17
2020	0	NA	0	NA	136026	220907	69
2020	0	NA	0	NA	124009	125103	86
2020	0	NA	0	NA	181974	908514	81
2020	0	NA	0	NA	158686	846514	6
2020	0	NA	0	NA	126447	16499	96
2020	0	NA	0	NA	172271	477007	134
2020	0	NA	0	NA	84021	114994	52
2020	0	NA	0	NA	134927	273901	8
2020	0	NA	0	NA	225919	782251	2
2020	0	NA	0	NA	122075	857054	2
2020	0	NA	0	NA	102607	306946	32
2020	0	NA	0	NA	48901	746686	29
2020	0	NA	0	NA	180713	781207	27
2020	0	NA	0	NA	89981	668427	142
2020	0	NA	0	NA	179269	611646	21
2020	0	NA	0	NA	98194	246513	10
2020	0	NA	0	NA	135107	416701	867
2020	0	NA	0	NA	230336	151130	595
2020	0	NA	0	NA	79661	540819	4
2020	0	NA	0	NA	103979	997682	4
2020	0	NA	0	NA	175348	579307	214
2020	0	NA	0	NA	151078	791216	1
2020	0	NA	0	NA	107897	11203	61
2020	0	NA	0	NA	119123	211637	17
2020	0	NA	0	NA	170497	990875	68
2020	0	NA	0	NA	82779	443657	3
2020	0	NA	0	NA	44910	456627	222
2020	0	NA	0	NA	100255	313640	10
2020	0	NA	0	NA	97017	648451	103
2020	0	NA	0	NA	115247	730768	11
2020	0	NA	0	NA	108938	203689	141
2020	0	NA	0	NA	144768	68087	265
2020	0	NA	0	NA	216120	146915	291
2020	0	NA	0	NA	62244	32167	320
2020	0	NA	0	NA	95003	114182	777
2020	0	NA	0	NA	48075	401743	10
2020	0	NA	0	NA	138090	852545	108
2020	0	NA	0	NA	144519	138055	27
2020	0	NA	0	NA	49604	86247	590
2020	0	NA	0	NA	22762	346974	1
2020	0	NA	0	NA	62136	423640	11
2020	0	NA	0	NA	93087	647077	254
2020	0	NA	0	NA	247336	502864	68
2020	0	NA	0	NA	27697	359318	72
2020	0	NA	0	NA	228069	185672	14
2020	0	NA	0	NA	41614	480453	6
2020	0	NA	0	NA	121536	667071	10
2020	0	NA	0	NA	3124	300567	51
2020	0	NA	0	NA	245595	213129	28
2020	0	NA	0	NA	110211	805234	72
2020	0	NA	0	NA	60257	942911	2
2020	0	NA	0	NA	36332	551217	46
2020	0	NA	0	NA	175949	794300	757
2020	0	NA	0	NA	153032	61393	72
2020	0	NA	0	NA	161888	106160	171
2020	0	NA	0	NA	198293	158415	149
2020	0	NA	0	NA	157775	486651	54
2020	0	NA	0	NA	21838	164961	350
2020	0	NA	0	NA	78535	969312	219
2020	0	NA	0	NA	81345	199544	79
2020	0	NA	0	NA	226782	467830	59
2020	0	NA	0	NA	217968	524941	55
2020	0	NA	0	NA	243598	252157	46
2020	0	NA	0	NA	7901	553296	164
2020	0	NA	0	NA	226335	948644	120
2020	0	NA	0	NA	225607	357932	85
2020	0	NA	0	NA	98223	299066	661
2020	0	NA	0	NA	82369	868899	70
2020	0	NA	0	NA	102971	362333	24
2020	0	NA	0	NA	35662	25858	16
2020	0	NA	0	NA	42630	692168	69
2020	0	NA	0	NA	130763	675320	186
2020	0	NA	0	NA	165895	38489	28
2020	0	NA	0	NA	46894	228598	235
2020	0	NA	0	NA	146246	152988	2
2020	0	NA	0	NA	148112	373747	30
2020	0	NA	0	NA	9813	842787	5
2020	0	NA	0	NA	98325	976982	252
2020	0	NA	0	NA	232525	625269	381
2020	0	NA	0	NA	134023	696359	314
2020	0	NA	0	NA	144370	851305	7
2020	0	NA	0	NA	76696	545114	126
2020	0	NA	0	NA	189764	49073	114
2020	0	NA	0	NA	120387	526559	187
2020	0	NA	0	NA	110200	442198	11
2020	0	NA	0	NA	56798	287149	11
2020	0	NA	0	NA	78077	77945	129
2020	0	NA	0	NA	30560	381281	7
2020	0	NA	0	NA	216318	595954	57
2020	0	NA	0	NA	105499	90261	2
2020	0	NA	0	NA	137644	418091	64
2020	0	NA	0	NA	213255	97259	775
2020	0	NA	0	NA	211042	92806	8
2020	0	NA	0	NA	2798	209068	25
2020	0	NA	0	NA	62149	156247	96
2020	0	NA	0	NA	241870	931294	68
2020	0	NA	0	NA	120675	743246	957
2020	0	NA	0	NA	65559	640701	55
2020	0	NA	0	NA	163982	412007	14
2020	0	NA	0	NA	230477	536582	94
2020	0	NA	0	NA	140410	158482	8
2020	0	NA	0	NA	72061	894763	2
2020	0	NA	0	NA	67916	542665	206
2020	0	NA	0	NA	206953	597449	1
2020	0	NA	0	NA	58560	602243	726
2020	0	NA	0	NA	229803	683072	37
2020	0	NA	0	NA	61937	22369	76
2020	0	NA	0	NA	187552	912186	7
2020	0	NA	0	NA	131560	675594	19
2020	0	NA	0	NA	236879	566604	2
2020	0	NA	0	NA	8769	165656	99
2020	0	NA	0	NA	39033	896628	254
2020	0	NA	0	NA	158970	550090	225
2020	0	NA	0	NA	50827	472833	155
2020	0	NA	0	NA	146780	186011	64
2020	0	NA	0	NA	8988	932018	246
2020	0	NA	0	NA	103756	973852	182
2020	0	NA	0	NA	167482	993030	79
2020	0	NA	0	NA	76309	631825	270
2020	0	NA	0	NA	25409	914553	56
2020	0	NA	0	NA	14004	411620	15
2020	0	NA	0	NA	183094	319711	90
2020	0	NA	0	NA	238605	202900	18
2020	0	NA	0	NA	23930	938268	3
2020	0	NA	0	NA	3669	144174	248
2020	0	NA	0	NA	79583	196255	77
2020	0	NA	0	NA	89326	934975	314
2020	0	NA	0	NA	231753	680804	396
2020	0	NA	0	NA	156031	809342	15
2020	0	NA	0	NA	101246	305730	18
2020	0	NA	0	NA	94658	246931	1164
2020	0	NA	0	NA	239035	935320	151
2020	0	NA	0	NA	98335	677844	167
2020	0	NA	0	NA	199960	334982	9
2020	0	NA	0	NA	57597	66701	76
2020	0	NA	0	NA	101726	723797	228
2020	0	NA	0	NA	223935	899307	228
2020	0	NA	0	NA	162626	849915	166
2020	0	NA	0	NA	105913	79787	35
2020	0	NA	0	NA	162455	443087	564
2020	0	NA	0	NA	45734	7419	154
2020	0	NA	0	NA	34693	985959	46
2020	0	NA	0	NA	195339	450952	7
2020	0	NA	0	NA	167222	619952	76
